App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Size1,,
Galaxy at War Online,FAMILY,3.9,65119,46M,1000000,Free,0,Everyone 10+,Strategy,22-05-2018,2.1.0,3.0 and up,46M,,
Kingdoms at War: Hardcore PVP,FAMILY,4.3,34898,92M,1000000,Free,0,Teen,Strategy,28-06-2018,4.05,4.0.3 and up,92M,,
Five Nights at Freddy's 4 Demo,GAME,4.4,889425,45M,10000000,Free,0,Teen,Action,26-07-2015,1.1,2.3 and up,45M,,
Five Nights at Freddy's 3 Demo,GAME,4.5,1041836,50M,10000000,Free,0,Teen,Action,02-04-2015,1.07,2.3 and up,50M,,
Fandom: Five Nights at Freddys,FAMILY,4.4,17945,9.5M,1000000,Free,0,Mature 17+,Entertainment,06-06-2018,2.9.8,4.4 and up,9.5M,,
Nights at Cube Pizzeria 3D – 2,GAME,4,47151,36M,5000000,Free,0,Everyone 10+,Action,26-12-2017,2.4.0,4.3 and up,36M,,
World at War: WW2 Strategy MMO,FAMILY,4.3,107765,78M,5000000,Free,0,Everyone 10+,Strategy,25-05-2018,3.1.9,4.1 and up,78M,,
Five Tries At Love Dating Sim,FAMILY,4.2,37165,22M,1000000,Free,0,Teen,Simulation,14-02-2018,5.1.0,2.3 and up,22M,,
Rivals at War: 2084,FAMILY,4,174127,48M,5000000,Free,0,Teen,Simulation,03-10-2016,1.3,3.0 and up,48M,,
Multiple Videos at Same Time,VIDEO_PLAYERS,4.4,4706,1.5M,1000000,Free,0,Everyone,Video Players & Editors,19-06-2018,Z (Special Edition R9),4.4 and up,1.5M,,
Five Nights at Freddy's 2,FAMILY,4.6,73919,40M,500000,Paid,3,Teen,Strategy,15-11-2014,1.07,2.3 and up,40M,,
Coloring Book at Five Nights,FAMILY,4,532,6.5M,100000,Free,0,Everyone,Educational,06-06-2017,1.6,2.3 and up,6.5M,,
Rivals at War: Firefight,GAME,4.4,344819,51M,5000000,Free,0,Teen,Action,18-10-2016,1.4,3.0 and up,51M,,
Five nights at Minecraft,FAMILY,3.5,9335,12M,1000000,Free,0,Everyone,Entertainment,26-11-2017,1.2,4.0.3 and up,12M,,
Five Nights at Freddy's,GAME,4.6,100805,50M,1000000,Paid,3,Teen,Action,02-12-2014,1.85,2.3 and up,50M,,
Nights at Cube Pizzeria 3D – 3,FAMILY,4,15875,40M,1000000,Free,0,Teen,Simulation,03-03-2017,1.5,4.2 and up,40M,,
7 Nights at Pixel Pizzeria - 2,GAME,4,23168,54M,1000000,Free,0,Teen,Adventure,09-07-2018,1.3.0,4.4 and up,54M,,
Nights at Slender Pizzeria 3D,GAME,4.1,2628,45M,100000,Free,0,Teen,Adventure,22-05-2017,1.1,4.2 and up,45M,,
DIRECTV,FAMILY,4.1,235486,63M,10000000,Free,0,Teen,Entertainment,01-06-2018,5.9.006,4.1 and up,63M,,
One Night at Golden Freddy's,GAME,3.3,2717,4.0M,100000,Free,0,Teen,Action,07-12-2017,0.1,2.3 and up,4.0M,,
DIRECTV for Tablets,FAMILY,3.9,24123,69M,1000000,Free,0,Teen,Entertainment,01-06-2018,5.9.006,4.1 and up,69M,,
Nights at Cube Pizzeria 3D – 4,GAME,4.1,7728,39M,500000,Free,0,Teen,Adventure,17-07-2018,1.5.0,4.4 and up,39M,,
Five Nights at Neighbor House,GAME,4.2,2180,55M,100000,Free,0,Everyone 10+,Action,26-01-2018,1.1.0,4.2 and up,55M,,
Asylum Night Shift - Five Nights Survival,GAME,4,59223,46M,5000000,Free,0,Teen,Action,26-06-2018,1.6.5,4.1 and up,46M,,
Five Nights at Freddy's: SL,GAME,4.5,16162,99M,100000,Paid,3,Teen,Action,06-04-2017,1.2,2.3 and up,99M,,
Two Nights at jumpscare,GAME,3.8,596,91M,100000,Free,0,Teen,Adventure,17-08-2017,1,4.1 and up,91M,,
Five Nights at Pizzeria,GAME,3.5,1976,21M,100000,Free,0,Teen,Action,03-03-2018,1.6,4.1 and up,21M,,
Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698,46M,500000,Free,0,Everyone 10+,Action,14-05-2016,1.0.1,2.3 and up,46M,,
Five Nights at Freddy's 4,GAME,4.6,21266,45M,100000,Paid,3,Teen,Action,26-07-2015,1.1,2.3 and up,45M,,
Five Nights at Flappy's,GAME,4.7,4041,24M,10000,Free,0,Everyone,Arcade,27-06-2017,1.5.14,2.3.3 and up,24M,,
5 Nights at Cube Pizzeria City,GAME,3.8,2691,52M,100000,Free,0,Teen,Adventure,22-02-2017,1.2,4.2 and up,52M,,
Five Nights at Freddy's 3,GAME,4.7,27856,50M,100000,Paid,3,Teen,Action,02-04-2015,1.07,2.3 and up,50M,,
Undertale AU Amino,SOCIAL,4.8,5369,63M,50000,Free,0,Teen,Social,13-07-2018,1.8.19106,4.0.3 and up,63M,,
au,FAMILY,3.2,9126,5.8M,1000000,Free,0,Everyone,Strategy,08-06-2016,1.0.9,4.0 and up,5.8M,,
Au Mobile: Audition Chính Hi?u,GAME,3.9,85278,23M,1000000,Free,0,Mature 17+,Music,17-07-2018,1.8.0716,4.0.3 and up,23M,,
AU Mobile Indonesia,GAME,3.6,16521,23M,1000000,Free,0,Everyone,Music,09-05-2018,1.8.0502,2.3 and up,23M,,
Au Bon Pain,FOOD_AND_DRINK,3.7,70,26M,10000,Free,0,Everyone,Food & Drink,23-07-2018,1.4,5.0 and up,26M,,
Au Pair Legend,LIFESTYLE,4.4,28,8.8M,1000,Free,0,Everyone,Lifestyle,19-07-2018,3.5,5.0 and up,8.8M,,
Super Dancer,GAME,4.1,91667,27M,1000000,Free,0,Everyone,Arcade,24-07-2018,3.3,2.3 and up,27M,,
AU Results - AU COE Corner,FAMILY,4,664,2.1M,100000,Free,0,Everyone,Education,14-12-2017,2.2.5,4.1 and up,2.1M,,
"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,3.1,212,12M,50000,Free,0,Everyone,Lifestyle,26-09-2017,2.1.4,4.1 and up,12M,,
Au Weather Free,WEATHER,4,1185,5.0M,100000,Free,0,Everyone,Weather,18-06-2018,2.47.2,2.3 and up,5.0M,,
BringGo AU & NZ,MAPS_AND_NAVIGATION,2.8,440,23M,10000,Paid,1,Everyone,Maps & Navigation,10-05-2018,2.5.9,2.3.3 and up,23M,,
AU Spark,FAMILY,3.7,681,8.2M,10000,Free,0,Everyone,Education,01-08-2018,5.06,4.4 and up,8.2M,,
Rugby AU,SPORTS,2.7,17,14M,1000,Free,0,Everyone,Sports,21-12-2017,1.0.0,4.1 and up,14M,,
Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,623,8.5M,100000,Free,0,Everyone,Education,26-03-2018,3.5,4.1 and up,8.5M,,
Au-allstar for KR,GAME,3.6,2433,47M,100000,Free,0,Everyone,Music,15-06-2018,1.6.4,4.3 and up,47M,,
STUCOR - AU,FAMILY,4.5,1827,12M,100000,Free,0,Everyone,Education,05-06-2018,1.3,4.1 and up,12M,,
loans.com.au Smart Money,FINANCE,3.5,30,17M,1000,Free,0,Everyone,Finance,27-05-2018,1.4.0,4.1 and up,17M,,
AU Students Zone (Result 2016),FAMILY,4,97,3.9M,10000,Free,0,Everyone,Education,01-07-2016,1.1,4.0 and up,3.9M,,
Top #5 B??kie in AU,SPORTS,0,0,10.0M,100,Free,0,Everyone,Sports,06-12-2017,1,4.0 and up,10.0M,,
AU Results 2017 Auzone,FAMILY,3.8,762,4.1M,100000,Free,0,Everyone,Education,01-02-2017,2,4.0 and up,4.1M,,
Au Pair,SOCIAL,3.6,58,15M,10000,Free,0,Everyone,Social,14-08-2017,1.3.0,4.2 and up,15M,,
AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,4.2,16,3.3M,1000,Free,0,Everyone,Communication,24-04-2018,1.0.4,4.1 and up,3.3M,,
realcommercial.com.au,BUSINESS,4.4,128,6.7M,50000,Free,0,Everyone,Business,26-06-2018,2.6.1,5.0 and up,6.7M,,
Powershop AU,TOOLS,4,498,11M,10000,Free,0,Everyone,Tools,12-07-2018,1.35.1,4.0.3 and up,11M,,
Australia Newspapers - AU News Apps,NEWS_AND_MAGAZINES,4.7,48,4.1M,1000,Free,0,Everyone,News & Magazines,08-07-2018,7.0.0,4.0.3 and up,4.1M,,
news.com.au,NEWS_AND_MAGAZINES,0,1,3.7M,100,Free,0,Everyone,News & Magazines,23-07-2018,1.1,4.0 and up,3.7M,,
Media Sosial TNI AU,SOCIAL,0,88,4.3M,1000,Free,0,Everyone,Social,24-01-2018,1.2,2.1 and up,4.3M,,
Dance On Mobile,FAMILY,4.1,23609,31M,1000000,Free,0,Teen,Casual,13-04-2018,1.26,4.0 and up,31M,,
Super Dancer VN,GAME,4,24312,25M,500000,Free,0,Everyone,Music,22-07-2018,3.3,4.0.3 and up,25M,,
Alerte au gogol,FAMILY,0,14,2.0M,1000,Free,0,Everyone,Entertainment,09-02-2018,1.0.0.0,4.0 and up,2.0M,,
Neuvaine au Saint-Esprit,LIFESTYLE,4.7,57,5.8M,10000,Free,0,Everyone,Lifestyle,18-09-2017,1.1,4.0 and up,5.8M,,
Neuvaines et prières au Coeur Sacré de Jésus,LIFESTYLE,0,17,3.7M,5000,Free,0,Everyone,Lifestyle,05-09-2017,1.1,4.0 and up,3.7M,,
SMS Au revoir,FAMILY,0,17,1.7M,5000,Free,0,Everyone,Entertainment,15-01-2018,2.0.0,4.0 and up,1.7M,,
allhomes.com.au,HOUSE_AND_HOME,3.8,874,12M,100000,Free,0,Everyone,House & Home,01-08-2018,5.13.1,4.3 and up,12M,,
Jobs in Canada - Emplois au Canada,BUSINESS,5,2,14M,1000,Free,0,Teen,Business,05-08-2018,1.1,4.2 and up,14M,,
Predator Calls for Hunting AU,SPORTS,4.4,27,78M,10000,Free,0,Everyone,Sports,03-08-2016,1,4.0.3 and up,78M,,
Romance et Mystères au Lycée,FAMILY,0,350,6.4M,10000,Free,0,Teen,Entertainment,23-02-2017,1.0.0,4.0.3 and up,6.4M,,
Au Rubis les bijoutiers,LIFESTYLE,0,0,10M,100,Free,0,Everyone,Lifestyle,24-07-2018,1.00.33,4.1 and up,10M,,
Love Dance,GAME,4,29462,44M,1000000,Free,0,Teen,Music,14-06-2018,1.1.7,4.0 and up,44M,,
mon guide au bank populaire -infos et instructions,FINANCE,0,4,1.5M,1000,Free,0,Teen,Finance,13-06-2018,2,2.3 and up,1.5M,,
Avatar Musik,GAME,3.8,159063,85M,1000000,Free,0,Everyone,Music,09-02-2018,0.8.0,4.0 and up,85M,,
Job'Of - Emploi au Cameroun,BUSINESS,4.1,294,9.8M,10000,Free,0,Everyone,Business,05-07-2018,4.1.2,4.0 and up,9.8M,,
Mali 7 - Actualités au Mali,NEWS_AND_MAGAZINES,4.3,697,5.7M,50000,Free,0,Everyone,News & Magazines,08-04-2017,2.4,4.1 and up,5.7M,,
Gâteau au yaourt,FOOD_AND_DRINK,0,38,3.7M,10000,Free,0,Everyone,Food & Drink,09-06-2018,1.1.2,4.0.3 and up,3.7M,,
Total AV,PRODUCTIVITY,3.4,617,46M,100000,Free,0,Everyone,Productivity,17-04-2018,1.5.3,4.1 and up,46M,,
??AV??,BOOKS_AND_REFERENCE,4.1,215,30M,10000,Free,0,Teen,Books & Reference,06-03-2018,1.2,4.0 and up,30M,,
AV Buddy Free,FAMILY,4.1,25,47M,5000,Free,0,Everyone,Education,08-03-2017,1.2,4.1 and up,47M,,
AV HD Video Player,FAMILY,3.8,6,23M,1000,Free,0,Everyone,Entertainment,19-01-2018,1,4.4 and up,23M,,
Avakin Life - 3D virtual world,FAMILY,4.4,1275373,91M,10000000,Free,0,Teen,Role Playing,03-07-2018,1.021.10,4.1 and up,91M,,
AV-IPTV,VIDEO_PLAYERS,4.4,43,44M,1000,Free,0,Everyone,Video Players & Editors,27-04-2018,1,4.1 and up,44M,,
"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",VIDEO_PLAYERS,3.3,171,4.8M,10000,Free,0,Everyone,Video Players & Editors,10-08-2017,1.1,4.1 and up,4.8M,,
Baby Monitor AV,COMMUNICATION,3.3,1434,9.5M,100000,Free,0,Everyone,Communication,06-03-2014,1.2.5,2.3 and up,9.5M,,
HD Video Player - Video & MP3 Player | AV Player |,VIDEO_PLAYERS,4.4,22,19M,5000,Free,0,Everyone,Video Players & Editors,06-03-2018,1.0.1,4.0 and up,19M,,
Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,TOOLS,3.7,701,7.3M,100000,Free,0,Everyone,Tools,31-07-2018,Cow V3.15,4.3 and up,7.3M,,
LG AV REMOTE,TOOLS,3.4,2420,1.8M,1000000,Free,0,Everyone,Tools,03-06-2016,1.1.8,2.3.3 and up,1.8M,,
App Seguridad AV Villas,FINANCE,2.3,251,5.7M,50000,Free,0,Everyone,Finance,12-10-2017,1.0.5,4.0 and up,5.7M,,
Gogo Vision (Biz Av),FAMILY,3.3,11,7.3M,1000,Free,0,Teen,Entertainment,23-08-2017,3.4.0,4.1 and up,7.3M,,
Ai-Ball AV Recorder,PHOTOGRAPHY,2.7,90,4.0M,5000,Paid,3,Everyone,Photography,19-10-2017,13,2.3.3 and up,4.0M,,
AV Phone,COMMUNICATION,0,4,3.7M,1000,Free,0,Everyone,Communication,09-07-2018,2.1.9,5.1 and up,3.7M,,
Norton Security and Antivirus,TOOLS,4.6,1170641,26M,10000000,Free,0,Everyone,Tools,26-07-2018,4.2.1.4174,4.1 and up,26M,,
AV Pro Voice Changer,FAMILY,3.5,174,5.6M,50000,Free,0,Everyone,Entertainment,29-06-2016,1.0.3,4.0 and up,5.6M,,
Remote For Pioneer AV Receivers and Blu-Ray,TOOLS,3.4,150,7.3M,50000,Free,0,Everyone,Tools,01-06-2018,Cow V3.11,4.1 and up,7.3M,,
AV Phonetics,FAMILY,4.3,259,49M,10000,Free,0,Everyone,Education,22-02-2017,1.3.2,4.0 and up,49M,,
AV MAX,LIFESTYLE,4.1,9,8.7M,1000,Free,0,Everyone,Lifestyle,18-07-2018,7.2.2,4.1 and up,8.7M,,
Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,4.7,2598579,49M,50000000,Free,0,Everyone,Tools,24-07-2018,11.17.4.1024,4.1 and up,49M,,
"Mobile Security: Antivirus, Web Scan & App Lock",PRODUCTIVITY,4.4,574719,20M,10000000,Free,0,Everyone,Productivity,16-07-2018,5.0.0.1442,4.1 and up,20M,,
MyAV Remote for Denon & Marantz AV Receivers,LIFESTYLE,3.8,250,7.3M,50000,Free,0,Everyone,Lifestyle,31-07-2018,Cow V3.15,4.3 and up,7.3M,,
EML UPnP-AV Control Point,VIDEO_PLAYERS,3,78,322k,10000,Free,0,Everyone,Video Players & Editors,19-09-2013,1.3,1.6 and up,322k,,
Kinot & Eichah for Tisha B'Av,BOOKS_AND_REFERENCE,4.4,98,6.3M,10000,Free,0,Everyone,Books & Reference,04-08-2014,1.5,2.2 and up,6.3M,,
Samsung TV AV Guide 2016,TOOLS,4.2,27,3.4M,5000,Free,0,Everyone,Tools,17-05-2016,1.1.6,4.0.3 and up,3.4M,,
Professional AV Solution & Products information,PRODUCTIVITY,4.5,24,22M,1000,Free,0,Everyone,Productivity,12-07-2017,2.0.1,4.2 and up,22M,,
AV High School District,FAMILY,3.5,91,25M,10000,Free,0,Everyone,Education,05-04-2018,5.2.002,4.1 and up,25M,,
Bitdefender Antivirus Free,TOOLS,4.5,78629,6.3M,1000000,Free,0,Everyone,Tools,20-07-2018,3.4.406,4.0.3 and up,6.3M,,
DEER HUNTER 2018,GAME,4.3,955614,82M,10000000,Free,0,Teen,Action,26-06-2018,5.1.2,3.0 and up,82M,,
Kinot Tisha'a Be'av - Ashkenaz,LIFESTYLE,4.5,82,8.7M,5000,Free,0,Everyone,Lifestyle,26-07-2015,2.1,2.3.3 and up,8.7M,,
AV Anthony's,FOOD_AND_DRINK,0,0,10M,50,Free,0,Everyone,Food & Drink,11-07-2018,1.0.136,6.0 and up,10M,,
"Avast Cleanup & Boost, Phone Cleaner, Optimizer",TOOLS,4.5,648380,24M,10000000,Free,0,Everyone,Tools,01-08-2018,4.6.4,4.1 and up,24M,,
Aw Restaurant,FAMILY,4.8,4,43M,100,Free,0,Everyone,Casual,06-02-2018,1,4.0 and up,43M,,
AW Screen Recorder No Root,VIDEO_PLAYERS,4.3,1659,3.7M,100000,Free,0,Everyone,Video Players & Editors,06-07-2017,1.1,5.0 and up,3.7M,,
A&W Restaurants,FOOD_AND_DRINK,1.7,14,13M,1000,Free,0,Everyone,Food & Drink,06-06-2018,2.7.0,4.1 and up,13M,,
AW Tozer Devotionals - Daily,BOOKS_AND_REFERENCE,4.2,8,3.9M,5000,Free,0,Everyone,Books & Reference,07-10-2016,1,2.3 and up,3.9M,,
AW Toolbox,BUSINESS,0,3,13M,100,Paid,19.9,Everyone,Business,22-12-2016,1.6.2,4.0 and up,13M,,
Analog Clock AW Plus-7,TOOLS,4.2,725,3.0M,100000,Free,0,Everyone,Tools,14-03-2018,2,4.3 and up,3.0M,,
Analog Clock AW-7,TOOLS,4.3,2158,3.0M,100000,Free,0,Everyone,Tools,07-03-2018,2,4.3 and up,3.0M,,
Armored Warfare: Assault,GAME,4,7718,46M,100000,Free,0,Everyone,Action,02-08-2018,1.0-a22936.127,5.0 and up,46M,,
Watch AW-7,TOOLS,4.2,249,3.0M,50000,Free,0,Everyone,Tools,17-03-2018,2,4.3 and up,3.0M,,
AW TeamUp,NEWS_AND_MAGAZINES,4.6,9,17M,500,Free,0,Everyone,News & Magazines,04-06-2018,1.0.3,4.1 and up,17M,,
Auction Wars : Storage King,GAME,4.1,29062,63M,1000000,Free,0,Everyone,Casino,15-09-2017,2.1,2.3 and up,63M,,
AW Training,FAMILY,4.6,11,17M,1000,Free,0,Everyone,Education,05-07-2018,3.3.2,4.0.3 and up,17M,,
Digital Clock AW-7,TOOLS,4.1,484,2.9M,100000,Free,0,Everyone,Tools,06-03-2018,2,4.3 and up,2.9M,,
Analog and Digital Clock AW-7,TOOLS,4,202,2.9M,50000,Free,0,Everyone,Tools,15-03-2018,2,4.3 and up,2.9M,,
AW Connect,FAMILY,0,0,26M,10,Free,0,Everyone,Education,26-06-2018,3.0.10,4.0.3 and up,26M,,
Analog Clock AW-7 PRO,TOOLS,3.3,40,2.7M,1000,Paid,2,Everyone,Tools,07-03-2018,2,4.3 and up,2.7M,,
AW CAMERA,TOOLS,0,2,24M,100,Free,0,Everyone,Tools,30-01-2018,3.1.1,2.3 and up,24M,,
AW Browser with Chrome Custom Tabs,TOOLS,4,9,4.7M,500,Free,0,Everyone,Tools,17-05-2018,2.7,6.0 and up,4.7M,,
Analog and Digital Clock AW-7PRO,TOOLS,0,4,2.7M,100,Paid,2,Everyone,Tools,15-03-2018,2,4.3 and up,2.7M,,
AW Radio,FAMILY,0,1,1.7M,100,Free,0,Teen,Entertainment,24-06-2015,2,2.2 and up,1.7M,,
Roman Clock AW-7,TOOLS,4.4,52,3.0M,5000,Free,0,Everyone,Tools,17-03-2018,2,4.3 and up,3.0M,,
Square Analog Clock AW-7,TOOLS,4.2,294,3.0M,50000,Free,0,Everyone,Tools,10-03-2018,2,4.3 and up,3.0M,,
AirWatch Agent,BUSINESS,3.1,20973,31M,5000000,Free,0,Everyone,Business,01-08-2018,8.2.0.84,4.0 and up,31M,,
Handbreit by a.w.niemeyer,NEWS_AND_MAGAZINES,0,21,36M,1000,Free,0,Everyone,News & Magazines,31-05-2017,3.9.4,4.0.3 and up,36M,,
Tozer Devotional -Series 1,BOOKS_AND_REFERENCE,5,5,4.3M,1000,Free,0,Everyone,Books & Reference,08-10-2016,1,2.3 and up,4.3M,,
Modern Action Commando 3D,GAME,4.2,492,63M,100000,Free,0,Teen,Action,06-04-2017,1,4.0.3 and up,63M,,
HCP Anywhere,BUSINESS,4.7,114,8.6M,5000,Free,0,Everyone,Business,30-03-2018,3.1.0.2,4.3 and up,8.6M,,
Call of Duty®: Heroes,GAME,4.4,1604146,57M,10000000,Free,0,Teen,Action,27-06-2018,4.8.0,4.1 and up,57M,,
Amber Weather,WEATHER,4.4,260137,13M,10000000,Free,0,Everyone 10+,Weather,16-07-2018,3.8.1,4.1 and up,13M,,
Advanced Warfare Guns,FAMILY,2.9,2079,5.6M,100000,Free,0,Everyone,Entertainment,06-06-2015,1.2.2,3.0 and up,5.6M,,
News.aw,NEWS_AND_MAGAZINES,0,1,1.0M,10,Free,0,Everyone,News & Magazines,15-07-2015,1,2.2 and up,1.0M,,
Video Editor,VIDEO_PLAYERS,3.8,1156,23M,100000,Free,0,Everyone,Video Players & Editors,20-10-2015,1.3.9b,4.3 and up,23M,,
The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6,1.6M,1000,Free,0,Everyone,Books & Reference,14-02-2017,5,3.0 and up,1.6M,,
Food-Aw - Order Food Online in Aruba,FOOD_AND_DRINK,5,1,24M,100,Free,0,Everyone,Food & Drink,05-04-2018,10,4.1 and up,24M,,
F05WatchFace for Android Wear,PRODUCTIVITY,3.9,127,5.9M,1000,Paid,1,Everyone,Productivity,24-12-2017,7.0.1,4.3 and up,5.9M,,
Anime Expo 2018,FAMILY,4.7,54,44M,10000,Free,0,Everyone,Entertainment,08-06-2018,2.1,5.0 and up,44M,,
Adventure Xpress,FAMILY,4.2,24775,30M,100000,Free,0,Everyone 10+,Puzzle,12-10-2015,1.2.1,2.3.3 and up,30M,,
AXE.IO - Brutal Survival Battleground,GAME,4.2,3845,76M,500000,Free,0,Everyone 10+,Arcade,03-08-2018,1.6.1,4.1 and up,76M,,
Dynamics AX,BUSINESS,3.7,244,976k,10000,Free,0,Everyone,Business,26-10-2015,3.3,2.3.3 and up,976k,,
AX Player -Nougat Video Player,VIDEO_PLAYERS,4.1,15765,10M,1000000,Free,0,Everyone,Video Players & Editors,12-09-2014,2,2.2 and up,10M,,
Armani Exchange Connected,LIFESTYLE,4.1,305,44M,10000,Free,0,Everyone,Lifestyle,04-07-2017,1.5.0,4.4 and up,44M,,
Axe Champ,GAME,3.8,141,19M,10000,Free,0,Everyone,Arcade,26-05-2018,1.0.6,4.1 and up,19M,,
AX Battery Saver,FINANCE,4.6,4546,3.0M,100000,Free,0,Everyone,Finance,08-02-2018,1.2.3,4.0 and up,3.0M,,
Axe Champ Hit,GAME,0,1,15M,100,Free,0,Everyone,Arcade,25-05-2018,0.1,4.1 and up,15M,,
Axe Champion,GAME,4.4,21,15M,5000,Free,0,Everyone,Arcade,28-05-2018,0.1,4.1 and up,15M,,
Vikings Stickman Axe Fighting,GAME,4.2,924,43M,100000,Free,0,Everyone,Arcade,21-10-2017,1.5.2,3.0 and up,43M,,
AX Video Player,VIDEO_PLAYERS,4.4,569,2.6M,50000,Free,0,Everyone,Video Players & Editors,11-11-2015,1.0.9,3.0 and up,2.6M,,
Katalogen.ax,COMMUNICATION,0,1,172k,100,Free,0,Everyone,Communication,02-10-2014,1.0.0,2.2 and up,172k,,
Axe,FAMILY,0,18,24M,1000,Free,0,Everyone,Simulation,01-12-2017,1,4.1 and up,24M,,
Axetatic - Axe Throwing Game,GAME,4.6,29,31M,1000,Free,0,Everyone 10+,Arcade,22-10-2017,1.3.3,4.2 and up,31M,,
Axe Champs! Wars,GAME,5,8,25M,50,Free,0,Everyone,Arcade,26-06-2018,1.1,4.1 and up,25M,,
Tips Microsoft Dynamics Ax,PRODUCTIVITY,0,1,2.3M,500,Free,0,Everyone,Productivity,08-07-2017,1,4.1 and up,2.3M,,
Axe Knight,GAME,4.5,52,33M,5000,Free,0,Everyone,Action,26-06-2018,1.0.5,4.1 and up,33M,,
AX Timesheets App for Dynamics,BUSINESS,0,0,9.0M,10,Free,0,Everyone,Business,15-02-2018,1.0.5,4.4 and up,9.0M,,
Axxess AX-DSP,TOOLS,3.5,17,7.4M,5000,Free,0,Everyone,Tools,04-06-2018,3_1,4.4 and up,7.4M,,
Axxess Updater,TOOLS,3.9,56,2.3M,10000,Free,0,Everyone,Tools,19-12-2016,1.3.2,3.1 and up,2.3M,,
The Vikings,GAME,4.4,15806,42M,1000000,Free,0,Teen,Arcade,06-06-2018,1.0.7,4.1 and up,42M,,
INTERACTIVE CALCULUS PRO,FAMILY,0,0,3.3M,10,Paid,1,Everyone,Education,22-02-2018,1.2,4.0.3 and up,3.3M,,
Knife&Axe Throwing,GAME,3.1,440,9.1M,50000,Free,0,Everyone,Arcade,26-11-2012,1.0.6,2.1 and up,9.1M,,
Stickman and Axe,GAME,4.4,69,2.8M,50000,Free,0,Teen,Action,25-11-2017,1,4.0.3 and up,2.8M,,
Axe Throw: Flip Champ Axes Champion Throwing Games,GAME,0,1,13M,50,Free,0,Everyone,Arcade,31-05-2018,1.0.0,4.0 and up,13M,,
Q7 SmartWatch,HEALTH_AND_FITNESS,3,94,30M,10000,Free,0,Everyone,Health & Fitness,09-07-2018,1.0.2,4.3 and up,30M,,
Workflow Approvals App AX 2012,BUSINESS,0,2,3.0M,100,Free,0,Everyone,Business,12-07-2018,1.6(3)-demo,4.0.3 and up,3.0M,,
Tips & Tricks Dynamics AX 365,PRODUCTIVITY,0,1,2.2M,100,Free,0,Everyone,Productivity,14-07-2017,1,4.0.3 and up,2.2M,,
Axe Man,GAME,3.7,53,14M,1000,Free,0,Everyone,Adventure,23-02-2015,3,2.3.3 and up,14M,,
Throw Knife,FAMILY,3.7,291,37M,100000,Free,0,Everyone,Simulation,14-09-2017,2.04,4.1 and up,37M,,
Dead Zombie Evil Killer:Axe,GAME,3.9,71,52M,10000,Free,0,Teen,Action,01-12-2016,1.1,2.3 and up,52M,,
INTERACTIVE CALCULUS FOR MATHS AND PHYSICS,FAMILY,4.8,53,4.4M,1000,Free,0,Everyone,Education,28-02-2018,1.3,4.0.3 and up,4.4M,,
AX!OM,LIFESTYLE,0,5,28M,50,Free,0,Everyone,Lifestyle,16-02-2017,1.3,4.1 and up,28M,,
Zlax.io Zombs Luv Ax,GAME,4.6,6344,32M,500000,Free,0,Everyone,Action,04-04-2018,1.7,4.1 and up,32M,,
AX Selfie,LIFESTYLE,4.6,10,3.4M,500,Free,0,Everyone,Lifestyle,31-08-2015,1.0.0,4.0 and up,3.4M,,
Ax 3 Domaines,SPORTS,4.5,12,23M,1000,Free,0,Everyone,Sports,26-01-2018,5.0.3,4.2 and up,23M,,
Clash of Axe: Flippy Lumberjack Action X,GAME,4.3,6,61M,1000,Free,0,Everyone,Action,14-09-2017,1.2,4.0 and up,61M,,
Flippy Axe : Flip The Knife & Axe Simulator,GAME,5,7,15M,100,Free,0,Everyone,Arcade,27-09-2017,1.1,4.2 and up,15M,,
Axe Clicker,FAMILY,4.3,10446,64M,500000,Free,0,Everyone,Casual,13-07-2018,1.0.142,4.0.3 and up,64M,,
Axe Wallpaper,PERSONALIZATION,4.7,9,12M,100,Free,0,Teen,Personalization,03-02-2017,2.6,4.0 and up,12M,,
Woodman Deluxe,GAME,4,82,4.4M,5000,Free,0,Everyone,Action,06-07-2015,1.0.2,2.3 and up,4.4M,,
Ay,VIDEO_PLAYERS,3.8,11,3.6M,5000,Free,0,Teen,Video Players & Editors,04-05-2018,1.0.261,2.3 and up,3.6M,,
A-Y Collection,SHOPPING,5,2,2.9M,100,Free,0,Teen,Shopping,16-02-2018,1.2,4.1 and up,2.9M,,
AY Sing,BOOKS_AND_REFERENCE,4.8,111,10M,5000,Free,0,Everyone,Books & Reference,21-05-2018,1.6.2,4.1 and up,10M,,
Ay Up,FAMILY,4.5,11,7.2M,100,Free,0,Everyone,Entertainment,27-10-2015,3.0.0,2.1 and up,7.2M,,
"AY Recorder - Screen Recorder, Live, Video Editor",TOOLS,4.3,12,3.8M,500,Free,0,Everyone,Tools,15-05-2017,2.2,5.0 and up,3.8M,,
